id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
33KGGVH24UFELKUUIP4T5QEYX25X11##3IGI0VL648IXR2LLCOLX84WW2TGNOU##A2KYOM2ZGYDJGT##Blog_1042467##q1_a1##374UMBUHN736LVUFDA4GPH0RHC9TCZ,"They were beautiful lamps but the switch on one of them melted a while back . While they changed the switch for us , one of the lamp shades cracked one night last week , so we decided to get something totally different . They were n't the most stylish but given our bad experience with the stylish and expensive lamps , these would do for now : We had dinner at James Street Market , followed by Campos for coffee and cake . Campos is suppose to make the best coffee in Brisbane .",Why might the switch have melted ?,One of the lamp shades cracked .,It was attached to a beautiful lamp .,It got too hot .,None of the above choices .,2,0,[ 1.578   -4.734   -0.05658 -2.043  ],0,[-22.517712 -25.440985 -24.070343 -26.679966]
3P6ENY9P7BA7TPPK5QJDM1VZK0YHI8##3B1NLC6UG2BOXZF7OHXHZIGYJX7PG1##AJ7NSZOAFP05U##Blog_755371##q1_a1##3HUR21WDDW3Q5F44ECN2BBDHYIQYXH,"Okay ... here 's the meeting you DEFINITELY do n't want to miss . Next Thursday ( August 14 ) we will be hosting an official blogger 's feast at a storied location in West Tennessee . All bloggers , readers , and lurkers are invited ... come one , come all ! The meal and brain - stretching conversation will begin at 11:00 AM .",What might be true about the event on August 14th ?,None of the above choices .,It was hosted to stimulate brain - stretching conversation .,It was hosted for online content readers .,It was hosted so people could learn about blogging .,0,2,[-1.748 -4.42   0.543 -0.538],2,[-25.586582 -26.642384 -13.81595  -17.464018]
388CL5C1RJLUP1YJ6V4QMJZI7NEHLV##37U1UTWH9WKFL8QXYEDIK2B6PGL8RB##A2KYOM2ZGYDJGT##Blog_1368686##q1_a1##35YHTYFL1IHS1ZIE97UWY59FBC2FV1,"Why do you have to make everything so difficult ? "" "" Because you said you did n't ever want to see me again ! "" The volume of their conversation was approaching the level of a shouting match . OK ?",Why was the volume of the conversation approaching that of a shouting match ?,Because someone has to make everything difficult .,Because someone does n't want to ever see the other person again .,Because it was getting loud .,Because someone said they do n't want to see the other person again .,2,2,[-1.857   0.4043  0.4802  0.2888],1,[-28.995491 -14.224361 -20.069868 -15.02816 ]
3YLTXLH3DF4KGMDHYNXX3082CQ3HP3##3SB4CE2TJWTD1S5O4B3O5B3PFI4XAR##A33PQXKQHFVF3V##Blog_412743##q1_a1##3ZUE82NE0CFUQNM11EJM6RP70B5F8U,Well after I looked at the albums by the books I almost just left the store -- but for some reason I felt like I should look in the cart . Well when I looked in at the very bottom I saw The Monkees picture sleeve for the 45 of Last Train To Clarksville / Take a Giant Step . I almost had a heart attack .,Why did I almost have a heart attack when seeing this ?,I was n't expecting to see it in the cart so I put it back .,None of the above choices .,The Monkees no longer make music so it was interesting .,It was a rare album that I thought I would never find .,3,3,[ 3.549 -2.436 -1.827  4.336],2,[-22.94887  -26.630709 -18.000435 -19.76317 ]
3JU8CV4BRLAU83Z420SNN953O51OP4##3DR23U6WE6C9AODGF64DCR8ALV8ET0##A1S1K7134S2VUC##Blog_253436##q1_a1##3PKJ68EHDPA3O09QN84DY2AYWWQJHK,Maria and I had a bad accident coming home last night . I have bruises and scrapes . Maria potentially has a fracture in her tailbone . We are both lucky to be alive at all .,Why does Maria have to go to the doctor ?,To check that she is still alive .,"Coming home , she felt like visiting the doctor .",None of the above choices .,She was lucky to come home last night .,2,0,[ 2.072 -3.43   0.671 -2.266],0,[-24.759377 -30.166904 -25.75047  -30.644924]
375VMB7D4LXQH9KIJU0NVGG0QEOIDR##3XCC1ODXDOQ0M1P0456IYRKFLP9QRZ##AO33H4GL9KZX9##Blog_174449##q1_a1##3ULIZ0H1VCJKDQ9RWHXY55BMXBU51Q,"Clive Owen is no longer my dentist . Today I had a little lady called Preethi ( pronounced "" Preeeetteeeeee "" ) who finished almost every sentence with "" please "" and told me NOT to brush my teeth after drinking orange juice because the citric acid would make my teeth squishy and my gums would bleed . I still have a dentist fetish though and if my International Rockstar career should inexplicably fail I will be sure to become The Best Dentist Ev0r . The lyrics are not "" it 's a big ad "" .",What might I do for a living ?,I might be a dentist .,None of the above choices .,I might be a rock star .,I might be a movie star .,2,2,[ 3.822 -2.887  7.51   3.016],0,[-16.36256  -26.532665 -24.521835 -26.723213]
3Q7TKIAPOT8DDLTHKZL0VYKKFOYLDP##3A7Y0R2P2PMO2L8SYHG1YA6840QJXA##AJ7NSZOAFP05U##Blog_665743##q1_a1##31N9JPQXIRWZ7Q0B26W5R9RF5JDHNA,"Realizing that maybe I should have been more outgoing and explored more instead of hiding around in my little room . If Laura had n't dragged me to the plantations , vet school , art museum , and other places , the only places I would have seen would have been the places I had to go ( dorms , classrooms , eating place , etc).But I think the things I did n't foresee , are perhaps , even more meaningful . Going home , and realizing that everything seemed kind of strange .",What do you love about Laura ?,"Laura prevented me from going to vet school , which I would 've hated .",None of the above choices .,Laura is outgoing and explored more than I did ..,Laura helped me when I was going home .,1,0,[-2.564 -4.68  -5.895 -5.6  ],2,[-28.876345 -26.769136 -19.168991 -28.383898]
3TTPFEFXCTIC6GVCJRYOX0HLHKH6HO##3PM8NZGV8ZE5O8C5T70AVBIUISQXQH##A394JO4NEPCY3M##Blog_1422393##q1_a1##3IHWR4LC7FRE0EOR2MP79O2ZG1PI8C,"After , I had to take him over there so she could see him and then she was fine . She adores him . Speaking of my littest monkey - I 'd like the retract the statement that she will turn me gray by two and change it to she will turn me WHITE by two . An example and a damn good safety lesson for us ... We got home and Brad carried her into the kichen in the bucket seat .",What can be assumed about the narrator 's child ?,None of the above choices .,They are a difficult child to raise,They are not a difficult child to raise,They are over the age of two,1,2,[-0.2815  0.8784  5.547   3.648 ],3,[-25.318363 -22.196995 -22.844624 -21.456375]
3IVKZBIBJ07HTET9Q41RY5DDZ3VHSQ##3E4GGUZ1T9PICPBDSDVK9ZCP6RQ2K4##A2KYOM2ZGYDJGT##Blog_830477##q1_a1##3H5TOKO3DBXXOT6OOIQ5V9WP5LK46D,"If there 's one thing Sony 's lacked since it started the PlayStation brand , it was a viable mascot . Back in the day , it looked like Crash Bandicoot would have the honor , or maybe Lara Croft , but no character ever felt truly representative of Sony 's hardware in the same way that Mario did with Nintendo , Sonic did with Sega and even Master Chief does with Microsoft . However , maybe with LittleBigPlanet and Sackboy , Sony has found its ambassador .",Why does Sony need a mascot ?,Because they could n't use Mario,Because they found an ambassador .,Because no character represented Sony 's hardware,None of the above choices .,3,3,[-5.176 -3.553 -4.855 -0.808],2,[-30.339037 -32.018562 -23.760212 -24.707378]
3NOEP8XAU6GWW1C3NPRJYKK4TTRXPJ##3LRKMWOKB8WSW996CBAUOCOBI5D2Z3##A2KYOM2ZGYDJGT##Blog_324002##q1_a1##3OKP4QVBP4BENBBB9W9IK3VERMYGA7,"Ticky did n't mind , and it was n't awkward , since he 'd never been particularly well acquainted with shame even before his Noah . So they smoked cigarettes , and Ticky built card houses while Shigure poked around looking for ways to make him miserable . It was comfortable , and he enjoyed it , and Shigure left frustrated more often than not , but would always pop up again . And eventually , Ticky started poking back . That had gone over well , he 'd thought .",Why did they smoke cigarettes ?,Because Ticky had never been particularly well acquainted with shame .,None of the above choices .,Because Ticky did n't mind .,Because it was n't awkward .,1,1,[-6.83  -4.207 -7.02  -6.53 ],3,[-28.758152 -26.278778 -28.63216  -21.96696 ]
3WRBLBQ2GTMIMYDTHUCPVXJ1IQOG0Y##37ZHEEHM6Z1YXHZJXGWGG204D3I37U##A3GVXFBYAU9HP##Blog_1240722##q1_a2##3A9LA2FRWUS4JKEF4CJEPBID76EXHJ,"But cutting her down , right when she was so scared , right when she was so weak , would n't be what he needed . He needed her to be strong , resilient , ready to face death in the eyes , and not blink . When she was restored to the brilliant , breath - taking woman that she had been when she had entered her apartment three days ago , then she would be worthy of hunting and cutting down .",Why does the speaker want to hunt and cut down this woman ?,The speaker is charmed by the woman .,The speaker is angry at the woman .,The speaker is pleased with the woman .,The speaker is grateful to the woman .,1,3,[-5.465  -6.08   -3.684   0.3452],0,[-15.200514 -30.702349 -24.421095 -23.440346]
3Q2T3FD0OPMEV08CBKS3A015HIYM39##3AUQQEL7U884RF1IWRHDKII0WJMV0K##A1OPGPTQJ48XOY##Blog_1461715##q1_a1##3YKP7CX6G4T0DS52M75K912RAZA7BW,"AHHHHH . i miss that river that we washed our feet ! for dinner , we had the spiciest dish ever , we teared and were totally numbed and had to stone for the spicy effect to wear off .",Why did you continue to eat the food if it was so spicy ?,None of the above choices .,We really enjoy the sensation and the tears and numbing effect and even though we have those effects we really love the meal,We did not want to offend the chef by not finishing our meal,We did not want to be wasteful so we ate everything,1,1,[-2.59    2.537  -2.426   0.7505],0,[-24.622501 -28.588324 -27.042921 -26.015476]
386T3MLZLNTOZU84EYO1BMEV1A108M##3PXX5PX6LYW6OP2NZFB6GECXXX8ABO##A394JO4NEPCY3M##Blog_1498660##q1_a1##34R0BODSP3DJXR3385SDCPUGMPV5EG,He and I are on a bowling team together because he said he wanted me to because i m really funny and fun . He drives by my house everyday when he has a different bowling league and honks the horn or texts me to go outside . He always smiles at me and says my name to me in the halls . He is always making fun of me for little things but joking around with me .,What may be different if the narrator was n't funny and fun ?,He would want them on the bowling team,None of the above choices .,He would drive by and honk or text,He would smile and joke with them,1,3,[-3.822  -2.625  -4.54   -0.4546],3,[-28.512936 -26.654163 -28.942307 -23.921885]
3VDVA3ILIFTITNYBDDGP922BNNQ1GS##3PH3VY7DJOCE8P7DQVZ1CJ40MDOZW0##AJ7NSZOAFP05U##Blog_47190##q1_a1##3T8DUCXY0PK4NXNC1QUPNRZJBYOT9E,"The bridge is 140 m long and 70 m high . It can support over 1300 people ! We learned about the pioneer history of the area , took pictures with the totem poles , spoke with Aboriginal artists and then walked across the bridge .",What might happen during your visit to that area ?,None of the above choices .,We would interact with people of the arts .,We would check out some of the people in the area .,We would interact with the people who made the totem poles .,1,1,[-1.2295  6.957   6.848   2.14  ],3,[-25.060701 -17.941402 -17.977726 -16.02877 ]
3R15W654VF7MWJWT9J3KNVFRR5MQLE##3WEV0KO0OP7IY7L8E803O2ICR97DS6##A394JO4NEPCY3M##Blog_1516691##q1_a1##37J05LC5AZXMCK4O1CLN7HV04FMDJG,"It 's one 's tangible representation to others . You need not be gorgeous to look good . I guess the effort to be clean , healthy and to carry a positive outlook is enough to exude the look that you are taking care of yourself . Some work their tushies off the gym to get Madonna muscles , stone abs and rock - hard butts . I admire women who have the patience to sweat it all out just to achieve their desired shape .",What might be true about the narrator ?,They do not have the patience to sweat it all out,None of the above choices .,They spend many hours at the gym,They have the patience to sweat it all out,0,2,[-3.92   -2.229  -0.3828 -4.047 ],2,[-32.32829  -25.685091 -22.189556 -27.997421]
3RWO3EJELH79CBS3WYUCBDSVV3WP15##3QFUFYSY9ZDHZHYMVGNBM1HIJDF4FJ##A1S1K7134S2VUC##Blog_1533142##q1_a1##3OLZC0DJ8LTCBQK4AF0H12M7R29IV6,"Plus Hector brought along a box , tightly sealed ready to be mailed . The question the other occupants had was why wait to mail it in Montreal . It looked suspicious and small white smoke floated in the air after you tapped . Tim became suspicious that he was going to meet another of Hector 's South American friends in another garage .",Does Tim want to meet more of Hectors South American friends ?,"Tim finds Hectors behavior strange and does not want to meet more people like him ,",Tim likes Hector and wants to find out more about him and his culture .,Tim is eager to expand cultural horizons and likes to meet people from South America .,None of the above choices .,0,0,[ 3.617  2.951  2.166 -3.307],2,[-20.957073 -16.193838 -13.490883 -26.888292]
3RWO3EJELH79CBS3WYUCBDSVV3WP15##3QFUFYSY9ZDHZHYMVGNBM1HIJDF4FJ##A1S1K7134S2VUC##Blog_1533142##q1_a2##3CMV9YRYP5F5AWSGETJBQU35DJWLJ2,"Plus Hector brought along a box , tightly sealed ready to be mailed . The question the other occupants had was why wait to mail it in Montreal . It looked suspicious and small white smoke floated in the air after you tapped . Tim became suspicious that he was going to meet another of Hector 's South American friends in another garage .",Does Tim want to meet more of Hectors South American friends ?,Hector displays troubling behavior and Tim does not want to meet   people acting the same .,None of the above choices .,Tim likes Hector and wants to find out more about him and his culture .,Tim is eager to expand cultural horizons and likes to meet people from South America .,0,0,[ 4.01  -3.307  2.951  2.166],3,[-15.370299 -26.888292 -16.193838 -13.490883]
31JUPBOORPIGQFWXNPMK14URX84L8K##39ZSFO5CABBBG6D4D9HE61VDIVVJUN##AO33H4GL9KZX9##Blog_348324##q1_a1##3GL25Y68458QBYFQV9ZRHGQ9OTXMX3,"Middle Welsh is also proving to be pretty interesting , and Old Irish 3 needs a little more time before I can say yea or nee . Though , I mean , I think I ' m going to enjoy it . Otherwise , we finally had our hot water heater replaced . I ' m so incredibly glad about that .",Why might have we replaced our water heater ?,Because the water heater might have been working good enough .,None of the above choices .,Because the water heater might have been broken though good enough .,Because the water heater might have been good enough .,1,1,[-0.9395  0.2384 -1.118  -2.04  ],2,[-28.193085 -26.224205 -26.127855 -30.908428]
